num_corre,año_ocu,día_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
160,2022,11,15,12:00 a 17:59,Tarde,Enero,Martes,Guatemala,Guatemala,18,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
161,2022,11,17,12:00 a 17:59,Tarde,Enero,Martes,Guatemala,San Pedro Ayampuc,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
162,2022,11,22,18:00 a 23:59,Noche,Enero,Martes,Guatemala,Guatemala,10,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
163,2022,11,21,18:00 a 23:59,Noche,Enero,Martes,Guatemala,Guatemala,12,Motocicleta,Italika,Negro,2016,2010-2019,Colisi?n
164,2022,11,17,12:00 a 17:59,Tarde,Enero,Martes,Guatemala,Mixco,1,Autom?vil,Toyota,Gris,2007,2000-2009,Colisi?n
165,2022,11,23,18:00 a 23:59,Noche,Enero,Martes,Guatemala,Mixco,1,Cami?n,Hino,Rojo,1992,1990-1999,Colisi?n
166,2022,11,6,06:00 a 11:59,Ma?ana,Enero,Martes,Chiquimula,Chiquimula,Ignorada,Pick up,Toyota,Amarillo,Ignorado,Ignorado,Choque
167,2022,11,20,18:00 a 23:59,Noche,Enero,Martes,Zacapa,R?o Hondo,Ignorada,Jeep,Suzuki,Verde,2020,2020-2029,Colisi?n
168,2022,11,20,18:00 a 23:59,Noche,Enero,Martes,Retalhuleu,Champerico,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
169,2022,11,12,12:00 a 17:59,Tarde,Enero,Martes,Alta Verapaz,Tactic,Ignorada,Cami?n,Ford,Anaranjado,1995,1990-1999,Colisi?n
170,2022,11,12,12:00 a 17:59,Tarde,Enero,Martes,Quich?,Joyabaj,Ignorada,Pick up,Mitsubishi,Azul,2006,2000-2009,Embarranc?
171,2022,12,2,00:00 a 05:59,Ma?ana,Enero,Miercoles,Guatemala,Guatemala,1,Autom?vil,Mazda,Negro,2012,2010-2019,Colisi?n
172,2022,12,22,18:00 a 23:59,Noche,Enero,Miercoles,Guatemala,Guatemala,25,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
173,2022,12,20,18:00 a 23:59,Noche,Enero,Miercoles,Guatemala,Villa Nueva,Ignorada,Autom?vil,Toyota,Ignorado,Ignorado,Ignorado,Colisi?n
174,2022,12,22,18:00 a 23:59,Noche,Enero,Miercoles,Guatemala,Villa Nueva,Ignorada,Cabezal,Internacional,Negro,2010,2010-2019,Colisi?n
175,2022,12,23,18:00 a 23:59,Noche,Enero,Miercoles,Guatemala,Mixco,4,Autom?vil,Kia,Gris,2016,2010-2019,Colisi?n
176,2022,12,11,06:00 a 11:59,Ma?ana,Enero,Miercoles,Jutiapa,Jutiapa,Ignorada,Motocicleta,Freedom,Amarillo,Ignorado,Ignorado,Colisi?n
177,2022,12,0,00:00 a 05:59,Ma?ana,Enero,Miercoles,Zacapa,Teculut?n,Ignorada,Motocicleta,Honda,Rojo,2017,2010-2019,Colisi?n
178,2022,12,18,18:00 a 23:59,Noche,Enero,Miercoles,Zacapa,Gual?n,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Choque
179,2022,12,16,12:00 a 17:59,Tarde,Enero,Miercoles,Escuintla,Pal?n,Ignorada,Cabezal,Freightliner,Azul,Ignorado,Ignorado,Colisi?n
180,2022,12,20,18:00 a 23:59,Noche,Enero,Miercoles,Santa Rosa,Guazacap?n,Ignorada,Camioneta,Toyota,Gris,2016,2010-2019,Colisi?n
181,2022,12,18,18:00 a 23:59,Noche,Enero,Miercoles,Suchitep?quez,Samayac,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
182,2022,12,16,12:00 a 17:59,Tarde,Enero,Miercoles,Huehuetenango,Huehuetenango,Ignorada,Cami?n,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
183,2022,12,13,12:00 a 17:59,Tarde,Enero,Miercoles,Alta Verapaz,Cob?n,4,Cami?n,Kia,Blanco,2006,2000-2009,Colisi?n
184,2022,12,18,18:00 a 23:59,Noche,Enero,Miercoles,El Progreso,Guastatoya,Ignorada,Cabezal,Internacional,Ignorado,Ignorado,Ignorado,Colisi?n
185,2022,12,13,12:00 a 17:59,Tarde,Enero,Miercoles,Quich?,Chajul,Ignorada,Pick up,Toyota,Gris,Ignorado,Ignorado,Choque
186,2022,12,5,00:00 a 05:59,Ma?ana,Enero,Miercoles,Chimaltenango,Tecp?n Guatemala,Ignorada,Cabezal,Freightliner,Blanco,Ignorado,Ignorado,Colisi?n
187,2022,12,13,12:00 a 17:59,Tarde,Enero,Miercoles,Chimaltenango,Santa Apolonia,Ignorada,Pick up,Nissan,Azul,Ignorado,Ignorado,Choque
188,2022,13,7,06:00 a 11:59,Ma?ana,Enero,Jueves,Sacatep?quez,San Lucas Sacatep?quez,5,Motocicleta,Suzuki,Rojo,2017,2010-2019,Derrape
189,2022,13,10,06:00 a 11:59,Ma?ana,Enero,Jueves,Guatemala,Petapa,Ignorada,Autom?vil,BYD,Azul,2014,2010-2019,Colisi?n
190,2022,13,15,12:00 a 17:59,Tarde,Enero,Jueves,Guatemala,Villa Nueva,Ignorada,Motocicleta,Freedom,Negro,2021,2020-2029,Colisi?n
191,2022,13,16,12:00 a 17:59,Tarde,Enero,Jueves,Guatemala,Petapa,Ignorada,Motocicleta,Bajaj,Blanco,Ignorado,Ignorado,Derrape
192,2022,13,12,12:00 a 17:59,Tarde,Enero,Jueves,Escuintla,Escuintla,Ignorada,Camioneta,Mitsubishi,Blanco,Ignorado,Ignorado,Colisi?n
193,2022,13,20,18:00 a 23:59,Noche,Enero,Jueves,Escuintla,San Jos?,Ignorada,Cami?n,Mack,Azul,Ignorado,Ignorado,Colisi?n
194,2022,13,8,06:00 a 11:59,Ma?ana,Enero,Jueves,Retalhuleu,San Sebasti?n,Ignorada,Motocicleta,Freedom,Negro,Ignorado,Ignorado,Colisi?n
195,2022,13,7,06:00 a 11:59,Ma?ana,Enero,Jueves,Retalhuleu,Retalhuleu,Ignorada,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Colisi?n
196,2022,13,12,12:00 a 17:59,Tarde,Enero,Jueves,Quetzaltenango,Quetzaltenango,7,Bus urbano,Ignorado,Verde,Ignorado,Ignorado,Colisi?n
197,2022,13,19,18:00 a 23:59,Noche,Enero,Jueves,Quetzaltenango,Quetzaltenango,Ignorada,Cami?n,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
198,2022,13,4,00:00 a 05:59,Ma?ana,Enero,Jueves,Sacatep?quez,San Lucas Sacatep?quez,Ignorada,Camioneta,Hyundai,Gris,Ignorado,Ignorado,Colisi?n
199,2022,14,1,00:00 a 05:59,Ma?ana,Enero,Viernes,Guatemala,Guatemala,10,Camioneta,Land Rover,Gris,2016,2010-2019,Colisi?n
200,2022,14,20,18:00 a 23:59,Noche,Enero,Viernes,Guatemala,Mixco,6,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
201,2022,14,10,06:00 a 11:59,Ma?ana,Enero,Viernes,Jutiapa,Pasaco,Ignorada,Camioneta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
202,2022,14,22,18:00 a 23:59,Noche,Enero,Viernes,Escuintla,La Gomera,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
203,2022,14,20,18:00 a 23:59,Noche,Enero,Viernes,Escuintla,Tiquisate,Ignorada,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Colisi?n
204,2022,14,21,18:00 a 23:59,Noche,Enero,Viernes,Escuintla,Guanagazapa,Ignorada,Motocicleta,Serpento,Ignorado,Ignorado,Ignorado,Derrape
205,2022,14,3,00:00 a 05:59,Ma?ana,Enero,Viernes,Quetzaltenango,Quetzaltenango,Ignorada,Pick up,Toyota,Ignorado,1995,1990-1999,Colisi?n
206,2022,14,20,18:00 a 23:59,Noche,Enero,Viernes,Huehuetenango,Huehuetenango,1,Autom?vil,Toyota,Ignorado,1999,1990-1999,Colisi?n
207,2022,14,21,18:00 a 23:59,Noche,Enero,Viernes,Chimaltenango,Chimaltenango,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
208,2022,15,19,18:00 a 23:59,Noche,Enero,Sabado,Guatemala,Guatemala,1,Microb?s,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
209,2022,15,22,18:00 a 23:59,Noche,Enero,Sabado,Guatemala,Palencia,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
210,2022,15,20,18:00 a 23:59,Noche,Enero,Sabado,Guatemala,Guatemala,12,Pick up,Chevrolet,Gris,2008,2000-2009,Colisi?n
211,2022,15,23,18:00 a 23:59,Noche,Enero,Sabado,Guatemala,Guatemala,12,Motocicleta,TVS Apache,Blanco,Ignorado,Ignorado,Choque
212,2022,15,1,00:00 a 05:59,Ma?ana,Enero,Sabado,Guatemala,Villa Nueva,Ignorada,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Derrape
213,2022,15,2,00:00 a 05:59,Ma?ana,Enero,Sabado,Guatemala,Villa Canales,3,Motocicleta,Italika,Negro,Ignorado,Ignorado,Colisi?n
214,2022,15,21,18:00 a 23:59,Noche,Enero,Sabado,Guatemala,Amatitl?n,Ignorada,Camioneta,Toyota,Gris,2002,2000-2009,Colisi?n
215,2022,15,23,18:00 a 23:59,Noche,Enero,Sabado,Guatemala,Villa Nueva,3,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
216,2022,15,10,06:00 a 11:59,Ma?ana,Enero,Sabado,Guatemala,Mixco,4,Motocicleta,Freedom,Negro,2019,2010-2019,Colisi?n
217,2022,15,20,18:00 a 23:59,Noche,Enero,Sabado,Guatemala,Mixco,4,Autom?vil,Mazda,Ignorado,Ignorado,Ignorado,Colisi?n
218,2022,15,19,18:00 a 23:59,Noche,Enero,Sabado,Guatemala,Mixco,8,Cabezal,Freightliner,Rojo,2011,2010-2019,Colisi?n
219,2022,15,17,12:00 a 17:59,Tarde,Enero,Sabado,Zacapa,Zacapa,Ignorada,Motocicleta,Italika,Negro,Ignorado,Ignorado,Colisi?n
220,2022,15,20,18:00 a 23:59,Noche,Enero,Sabado,Escuintla,Nueva Concepci?n,Ignorada,Motocicleta,Hero Hunk,Rojo,Ignorado,Ignorado,Colisi?n
221,2022,15,12,12:00 a 17:59,Tarde,Enero,Sabado,Escuintla,La Democracia,Ignorada,Bus urbano,Internacional,Amarillo,Ignorado,Ignorado,Colisi?n
222,2022,15,23,18:00 a 23:59,Noche,Enero,Sabado,Escuintla,Escuintla,Ignorada,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
223,2022,15,0,00:00 a 05:59,Ma?ana,Enero,Sabado,Escuintla,Siquinal?,Ignorada,Motocicleta,Bajaj,Negro,2020,2020-2029,Choque
224,2022,15,7,06:00 a 11:59,Ma?ana,Enero,Sabado,Santa Rosa,Barberena,Ignorada,Motocicleta,Suzuki,Gris,Ignorado,Ignorado,Derrape
225,2022,15,5,00:00 a 05:59,Ma?ana,Enero,Sabado,San Marcos,Pajapita,Ignorada,Bus urbano,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
226,2022,15,16,12:00 a 17:59,Tarde,Enero,Sabado,San Marcos,Malacat?n,Ignorada,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Choque
227,2022,15,19,18:00 a 23:59,Noche,Enero,Sabado,Huehuetenango,Aguacat?n,Ignorada,Pick up,Toyota,Ignorado,Ignorado,Ignorado,Colisi?n
228,2022,15,9,06:00 a 11:59,Ma?ana,Enero,Sabado,Huehuetenango,Nent?n,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Vuelco
229,2022,15,2,00:00 a 05:59,Ma?ana,Enero,Sabado,El Progreso,Sansare,Ignorada,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
230,2022,15,15,12:00 a 17:59,Tarde,Enero,Sabado,Izabal,Los Amates,Ignorada,Pick up,Toyota,Rojo,Ignorado,Ignorado,Colisi?n
231,2022,15,19,18:00 a 23:59,Noche,Enero,Sabado,Izabal,Morales,Ignorada,Microb?s,Ignorado,Ignorado,Ignorado,Ignorado,Embarranc?
232,2022,15,21,18:00 a 23:59,Noche,Enero,Sabado,Pet?n,San Andr?s,Ignorada,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Colisi?n
233,2022,15,23,18:00 a 23:59,Noche,Enero,Sabado,Solol?,Panajachel,Ignorada,Pick up,Toyota,Verde,2002,2000-2009,Colisi?n
234,2022,15,6,06:00 a 11:59,Ma?ana,Enero,Sabado,Sacatep?quez,Santa Luc?a Milpas Altas,Ignorada,Motocicleta,Suzuki,Azul,Ignorado,Ignorado,Colisi?n
235,2022,16,14,12:00 a 17:59,Tarde,Enero,Domingo,Guatemala,Guatemala,1,Autom?vil,Toyota,Azul,Ignorado,Ignorado,Colisi?n
236,2022,16,20,18:00 a 23:59,Noche,Enero,Domingo,Guatemala,Guatemala,9,Camioneta,Honda,Ignorado,Ignorado,Ignorado,Colisi?n
237,2022,16,1,00:00 a 05:59,Ma?ana,Enero,Domingo,Guatemala,Guatemala,5,Camioneta,Honda,Gris,Ignorado,Ignorado,Choque
238,2022,16,6,06:00 a 11:59,Ma?ana,Enero,Domingo,Guatemala,Guatemala,5,Motocicleta,Serpento,Anaranjado,2021,2020-2029,Derrape
239,2022,16,2,00:00 a 05:59,Ma?ana,Enero,Domingo,Guatemala,Guatemala,12,Autom?vil,Honda,Verde,1999,1990-1999,Colisi?n
240,2022,16,5,00:00 a 05:59,Ma?ana,Enero,Domingo,Guatemala,Guatemala,11,Motocicleta,Honda,Ignorado,Ignorado,Ignorado,Colisi?n
241,2022,16,4,00:00 a 05:59,Ma?ana,Enero,Domingo,Guatemala,Villa Nueva,6,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Derrape
242,2022,16,12,12:00 a 17:59,Tarde,Enero,Domingo,Guatemala,Villa Nueva,Ignorada,Camioneta,Volkswagen,Ignorado,2015,2010-2019,Choque
243,2022,16,23,18:00 a 23:59,Noche,Enero,Domingo,Guatemala,Mixco,3,Camioneta,Toyota,Ignorado,1986,1980-1989,Colisi?n
244,2022,16,12,12:00 a 17:59,Tarde,Enero,Domingo,Escuintla,Santa Luc?a Cotzumalguapa,Ignorada,Bus urbano,Freightliner,Amarillo,Ignorado,Ignorado,Colisi?n
245,2022,16,0,00:00 a 05:59,Ma?ana,Enero,Domingo,Suchitep?quez,Mazatenango,Ignorada,Autom?vil,Toyota,Azul,Ignorado,Ignorado,Colisi?n
246,2022,16,11,06:00 a 11:59,Ma?ana,Enero,Domingo,Suchitep?quez,Samayac,Ignorada,Motocicleta,Suzuki,Rojo,Ignorado,Ignorado,Colisi?n
247,2022,16,12,12:00 a 17:59,Tarde,Enero,Domingo,Retalhuleu,Retalhuleu,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
248,2022,16,21,18:00 a 23:59,Noche,Enero,Domingo,Retalhuleu,Retalhuleu,Ignorada,Motocicleta,Suzuki,Rojo,Ignorado,Ignorado,Colisi?n
249,2022,16,0,00:00 a 05:59,Ma?ana,Enero,Domingo,Quetzaltenango,Quetzaltenango,Ignorada,Motocicleta,Suzuki,Azul,Ignorado,Ignorado,Derrape
250,2022,16,21,18:00 a 23:59,Noche,Enero,Domingo,Alta Verapaz,Cob?n,Ignorada,Motocicleta,Ignorado,Blanco,Ignorado,Ignorado,Derrape
251,2022,16,6,06:00 a 11:59,Ma?ana,Enero,Domingo,Baja Verapaz,Salam?,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
252,2022,16,0,00:00 a 05:59,Ma?ana,Enero,Domingo,Izabal,Morales,Ignorada,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Colisi?n
253,2022,16,12,12:00 a 17:59,Tarde,Enero,Domingo,Pet?n,Flores,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
254,2022,16,18,18:00 a 23:59,Noche,Enero,Domingo,Quich?,Ixc?n,Ignorada,Pick up,Toyota,Verde,1993,1990-1999,Colisi?n
255,2022,16,21,18:00 a 23:59,Noche,Enero,Domingo,Quich?,Ixc?n,Ignorada,Motocicleta,Honda,Blanco,Ignorado,Ignorado,Colisi?n
256,2022,16,19,18:00 a 23:59,Noche,Enero,Domingo,Chimaltenango,Acatenango,Ignorada,Pick up,Toyota,Corinto,Ignorado,Ignorado,Colisi?n
257,2022,16,14,12:00 a 17:59,Tarde,Enero,Domingo,Sacatep?quez,Sumpango,Ignorada,Bus urbano,Ignorado,Ignorado,Ignorado,Ignorado,Embarranc?
258,2022,17,17,12:00 a 17:59,Tarde,Enero,Lunes,Guatemala,Guatemala,18,Cami?n,Mitsubishi,Ignorado,2007,2000-2009,Colisi?n
259,2022,17,8,06:00 a 11:59,Ma?ana,Enero,Lunes,Guatemala,Santa Catarina Pinula,Ignorada,Autom?vil,Hyundai,Negro,2012,2010-2019,Colisi?n
260,2022,17,10,06:00 a 11:59,Ma?ana,Enero,Lunes,Guatemala,Guatemala,5,Cabezal,Sterling,Anaranjado,Ignorado,Ignorado,Colisi?n
261,2022,17,1,00:00 a 05:59,Ma?ana,Enero,Lunes,Guatemala,Amatitl?n,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
262,2022,17,23,18:00 a 23:59,Noche,Enero,Lunes,Guatemala,Mixco,4,Motocicleta,Italika,Negro,Ignorado,Ignorado,Derrape
263,2022,17,19,18:00 a 23:59,Noche,Enero,Lunes,Guatemala,Mixco,8,Autom?vil,Honda,Ignorado,2019,2010-2019,Colisi?n
264,2022,17,11,06:00 a 11:59,Ma?ana,Enero,Lunes,Jalapa,Jalapa,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
265,2022,17,17,12:00 a 17:59,Tarde,Enero,Lunes,Jalapa,Jalapa,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Choque
266,2022,17,17,12:00 a 17:59,Tarde,Enero,Lunes,Escuintla,Escuintla,1,Camioneta,Hyundai,Ignorado,2001,2000-2009,Colisi?n
267,2022,17,0,00:00 a 05:59,Ma?ana,Enero,Lunes,Suchitep?quez,Mazatenango,Ignorada,Cabezal,Freightliner,Azul,Ignorado,Ignorado,Colisi?n
268,2022,17,0,00:00 a 05:59,Ma?ana,Enero,Lunes,Suchitep?quez,Mazatenango,Ignorada,Motocicleta,Bajaj,Rojo,2005,2000-2009,Colisi?n
269,2022,17,12,12:00 a 17:59,Tarde,Enero,Lunes,San Marcos,San Pedro Sacatep?quez,Ignorada,Camioneta,Toyota,Corinto,Ignorado,Ignorado,Colisi?n
270,2022,17,9,06:00 a 11:59,Ma?ana,Enero,Lunes,Huehuetenango,Aguacat?n,Ignorada,Cami?n,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
271,2022,17,2,00:00 a 05:59,Ma?ana,Enero,Lunes,Alta Verapaz,Cob?n,4,Pick up,Mazda,Blanco,Ignorado,Ignorado,Colisi?n
272,2022,17,21,18:00 a 23:59,Noche,Enero,Lunes,Izabal,Puerto Barrios,Ignorada,Motocicleta,Bajaj,Rojo,2019,2010-2019,Colisi?n
273,2022,17,18,18:00 a 23:59,Noche,Enero,Lunes,Izabal,Puerto Barrios,Ignorada,Motocicleta,Suzuki,Rojo,Ignorado,Ignorado,Colisi?n
274,2022,18,8,06:00 a 11:59,Ma?ana,Enero,Martes,Guatemala,Santa Catarina Pinula,Ignorada,Motocicleta,United Motors (UM),Negro,2013,2010-2019,Choque
275,2022,18,11,06:00 a 11:59,Ma?ana,Enero,Martes,Guatemala,Petapa,Ignorada,Pick up,Toyota,Rojo,Ignorado,Ignorado,Colisi?n
276,2022,18,19,18:00 a 23:59,Noche,Enero,Martes,Guatemala,Mixco,5,Autom?vil,Jeep,Blanco,Ignorado,Ignorado,Colisi?n
277,2022,18,18,18:00 a 23:59,Noche,Enero,Martes,Escuintla,Santa Luc?a Cotzumalguapa,Ignorada,Motocicleta,Bajaj,Azul,2013,2010-2019,Colisi?n
278,2022,18,17,12:00 a 17:59,Tarde,Enero,Martes,Escuintla,La Gomera,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Choque
279,2022,18,17,12:00 a 17:59,Tarde,Enero,Martes,Escuintla,Escuintla,Ignorada,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Choque
280,2022,18,18,18:00 a 23:59,Noche,Enero,Martes,Santa Rosa,Santa Rosa de Lima,Ignorada,Autom?vil,Honda,Blanco,1999,1990-1999,Colisi?n
281,2022,18,23,18:00 a 23:59,Noche,Enero,Martes,Santa Rosa,Barberena,Ignorada,Microb?s,Toyota,Café,1985,1980-1989,Colisi?n
282,2022,18,17,12:00 a 17:59,Tarde,Enero,Martes,Suchitep?quez,San Gabriel,Ignorada,Motocicleta,Movesa,Azul,2018,2010-2019,Choque
283,2022,18,20,18:00 a 23:59,Noche,Enero,Martes,Totonicap?n,Totonicap?n,Ignorada,Autom?vil,Mazda,Ignorado,Ignorado,Ignorado,Colisi?n
284,2022,18,17,12:00 a 17:59,Tarde,Enero,Martes,Alta Verapaz,Cob?n,Ignorada,Cami?n,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
285,2022,18,14,12:00 a 17:59,Tarde,Enero,Martes,Alta Verapaz,San Crist?bal Verapaz,Ignorada,Motocicleta,Serpento,Ignorado,2017,2010-2019,Choque
286,2022,18,16,12:00 a 17:59,Tarde,Enero,Martes,Pet?n,Sayaxch?,Ignorada,Motocicleta,Honda,Negro,Ignorado,Ignorado,Vuelco
287,2022,18,6,06:00 a 11:59,Ma?ana,Enero,Martes,Chimaltenango,Tecp?n Guatemala,Ignorada,Camioneta,Toyota,Blanco,Ignorado,Ignorado,Choque
288,2022,18,2,00:00 a 05:59,Ma?ana,Enero,Martes,Chimaltenango,El Tejar,Ignorada,Camioneta,Toyota,Negro,Ignorado,Ignorado,Choque
289,2022,18,19,18:00 a 23:59,Noche,Enero,Martes,Sacatep?quez,San Lucas Sacatep?quez,Ignorada,Autom?vil,Mazda,Rojo,Ignorado,Ignorado,Colisi?n
290,2022,19,21,18:00 a 23:59,Noche,Enero,Miercoles,Guatemala,Guatemala,18,Autom?vil,Ignorado,Gris,2020,2020-2029,Colisi?n
291,2022,19,21,18:00 a 23:59,Noche,Enero,Miercoles,Guatemala,Guatemala,13,Pick up,Nissan,Gris,2002,2000-2009,Colisi?n
292,2022,19,19,18:00 a 23:59,Noche,Enero,Miercoles,Guatemala,Guatemala,12,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
293,2022,19,20,18:00 a 23:59,Noche,Enero,Miercoles,Chimaltenango,Chimaltenango,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
294,2022,19,22,18:00 a 23:59,Noche,Enero,Miercoles,Escuintla,Escuintla,Ignorada,Autom?vil,Honda,Rojo,Ignorado,Ignorado,Colisi?n
295,2022,19,6,06:00 a 11:59,Ma?ana,Enero,Miercoles,Escuintla,Escuintla,Ignorada,Autom?vil,Honda,Blanco,2013,2010-2019,Colisi?n
296,2022,19,7,06:00 a 11:59,Ma?ana,Enero,Miercoles,Solol?,Panajachel,Ignorada,Motocicleta,Honda,Negro,Ignorado,Ignorado,Derrape
297,2022,19,19,18:00 a 23:59,Noche,Enero,Miercoles,Quetzaltenango,Quetzaltenango,2,Microb?s,Ignorado,Azul,Ignorado,Ignorado,Colisi?n
298,2022,19,4,00:00 a 05:59,Ma?ana,Enero,Miercoles,Huehuetenango,Chiantla,Ignorada,Bus urbano,Mercedes Benz,Amarillo,Ignorado,Ignorado,Vuelco
299,2022,19,18,18:00 a 23:59,Noche,Enero,Miercoles,Alta Verapaz,Cob?n,3,Motocicleta,Honda,Azul,Ignorado,Ignorado,Choque
300,2022,19,21,18:00 a 23:59,Noche,Enero,Miercoles,Alta Verapaz,Cob?n,Ignorada,Motocicleta,TVS Apache,Rojo,Ignorado,Ignorado,Colisi?n
301,2022,19,2,00:00 a 05:59,Ma?ana,Enero,Miercoles,Alta Verapaz,San Pedro Carch?,Ignorada,Camioneta,Kia,Negro,2005,2000-2009,Choque
302,2022,20,22,18:00 a 23:59,Noche,Enero,Jueves,Guatemala,Guatemala,3,Motocicleta,Serpento,Gris,2019,2010-2019,Colisi?n
303,2022,20,5,00:00 a 05:59,Ma?ana,Enero,Jueves,Guatemala,Chinautla,Ignorada,Camioneta,Mazda,Blanco,2006,2000-2009,Colisi?n
304,2022,20,5,00:00 a 05:59,Ma?ana,Enero,Jueves,Guatemala,Chinautla,Ignorada,Motocicleta,Freedom,Gris,2019,2010-2019,Colisi?n
305,2022,20,20,18:00 a 23:59,Noche,Enero,Jueves,Guatemala,Chinautla,Ignorada,Motocicleta,Bajaj,Negro,2016,2010-2019,Colisi?n
306,2022,20,16,12:00 a 17:59,Tarde,Enero,Jueves,Guatemala,Guatemala,18,Motocicleta,Italika,Amarillo,2019,2010-2019,Derrape
307,2022,20,14,12:00 a 17:59,Tarde,Enero,Jueves,Guatemala,Guatemala,5,Autom?vil,Chevrolet,Gris,2014,2010-2019,Colisi?n
308,2022,20,7,06:00 a 11:59,Ma?ana,Enero,Jueves,Guatemala,Villa Nueva,1,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisi?n
309,2022,20,17,12:00 a 17:59,Tarde,Enero,Jueves,Guatemala,Mixco,8,Cami?n,Jac,Blanco,Ignorado,Ignorado,Colisi?n
310,2022,20,0,00:00 a 05:59,Ma?ana,Enero,Jueves,Escuintla,Pal?n,Ignorada,Cabezal,Freightliner,Negro,Ignorado,Ignorado,Colisi?n
311,2022,20,0,00:00 a 05:59,Ma?ana,Enero,Jueves,Retalhuleu,Nuevo San Carlos,Ignorada,Motocicleta,Freedom,Negro,Ignorado,Ignorado,Colisi?n
312,2022,20,17,12:00 a 17:59,Tarde,Enero,Jueves,Alta Verapaz,Cob?n,Ignorada,Microb?s,Toyota,Rojo,2007,2000-2009,Colisi?n
313,2022,20,8,06:00 a 11:59,Ma?ana,Enero,Jueves,Sacatep?quez,San Lucas Sacatep?quez,Ignorada,Cami?n,Internacional,Blanco,1995,1990-1999,Colisi?n
314,2022,21,14,12:00 a 17:59,Tarde,Enero,Viernes,Guatemala,Guatemala,1,Autom?vil,Hyundai,Blanco,2011,2010-2019,Colisi?n
315,2022,21,22,18:00 a 23:59,Noche,Enero,Viernes,Guatemala,Guatemala,1,Motocicleta,Honda,Rojo,2017,2010-2019,Colisi?n
316,2022,21,21,18:00 a 23:59,Noche,Enero,Viernes,Guatemala,Guatemala,4,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Choque
317,2022,21,2,00:00 a 05:59,Ma?ana,Enero,Viernes,Guatemala,Santa Catarina Pinula,Ignorada,Pick up,Dodge,Azul,1998,1990-1999,Colisi?n
318,2022,21,11,06:00 a 11:59,Ma?ana,Enero,Viernes,Guatemala,Guatemala,16,Autom?vil,Chevrolet,Corinto,2007,2000-2009,Colisi?n
319,2022,21,20,18:00 a 23:59,Noche,Enero,Viernes,Guatemala,Guatemala,10,Motocicleta,Asia Hero,Azul,Ignorado,Ignorado,Derrape
